1571151207258,Android system,15,
1571151207619,WhatsApp,2,
1571151207626,WhatsApp,1,
1571151207760,Google Play services,12,
1571151208203,Google Play services,10,
1571151212147,WhatsApp,1,
1571151212200,Android system,18,
1571151216387,Android system,16,
1571151216519,WhatsApp,2,
1571151216596,Gboard,11,
1571151216949,WhatsApp,1,
1571151216959,WhatsApp,2,
1571151217339,Android system,17,
1571151227803,Blocked NumbersStorage,11,
1571151227803,User Dictionary,11,
1571151277299,Gmail,11,
1571151715473,Polytopia,11,
1571151916161,Android system,15,
1571151916531,WhatsApp,2,
1571151916547,WhatsApp,1,
1571151917913,Android system,16,
1571152079368,Google,11,
1571152761852,Google ServicesFramework,11,
1571152884055,Android system,15,
1571152884396,WhatsApp,2,
1571152884408,WhatsApp,1,
1571152886968,WhatsApp,1,
1571152886995,Android system,18,
1571152887034,Google,11,
1571152887037,Google ServicesFramework,11,
1571152888060,WhatsApp,2,
1571152888073,WhatsApp,1,
1571152889587,Gboard,11,
1571152904307,Blocked NumbersStorage,11,
1571152904308,User Dictionary,11,
1571152904564,Gmail,11,
1571152905339,Android system,16,
1571152905472,WhatsApp,2,
1571152905851,WhatsApp,1,
1571152905860,WhatsApp,2,
1571152906224,Android system,17,
1571152924118,WhatsApp,12,
1571152924132,WhatsApp,12,
1571152931295,WhatsApp,12,
1571152931313,WhatsApp,12,
1571152935281,Android system,15,
1571152935620,WhatsApp,2,
1571152935629,WhatsApp,1,
1571152938061,WhatsApp,1,
1571152938096,Android system,18,
1571152950782,WhatsApp,2,
1571152950800,WhatsApp,1,
1571152952562,Android system,16,
1571152952663,WhatsApp,2,
1571152953087,WhatsApp,1,
1571152953098,WhatsApp,2,
1571152953479,Android system,17,
1571152969870,WhatsApp,12,
1571152969877,WhatsApp,12,
1571153062244,Android system,15,
1571153062507,WhatsApp,2,
1571153062513,WhatsApp,1,
1571153063112,WhatsApp,10,
1571153072237,Android system,16,
1571153075361,Android system,15,
1571153075672,WhatsApp,2,
1571153075679,WhatsApp,1,
1571153080527,WhatsApp,1,
1571153080528,WhatsApp,2,
1571153080531,WhatsApp,7,
1571153080977,WhatsApp,1,
1571153080990,Android system,18,
1571153106244,Android system,16,
1571153106361,WhatsApp,2,
1571153106766,WhatsApp,1,
1571153106776,WhatsApp,2,
1571153107143,Android system,17,
1571153245339,Android system,12,
1571153291201,com.android.smspush,11,
1571153291204,Android Services Library,11,
1571153291204,System UI,11,
1571153333787,Android system,12,
1571153974095,Google,11,
1571153974096,Google ServicesFramework,11,
1571153976636,Gboard,11,
1571153991369,Blocked NumbersStorage,11,
1571153991370,User Dictionary,11,
1571154277179,Android system,15,
1571154277644,WhatsApp,2,
1571154277650,WhatsApp,1,
1571154280456,WhatsApp,1,
1571154280484,Android system,18,
1571154280520,Google,11,
1571154282166,WhatsApp,2,
1571154282183,WhatsApp,1,
1571154284299,WhatsApp,2,
1571154284316,Quickstep,1,
1571154287114,Quickstep,2,
1571154287149,TikTok,11,
1571154287153,TikTok,1,
1571154287823,Google ServicesFramework,11,
1571154288179,TikTok,2,
1571154288261,Media Storage,11,
1571154288322,TikTok,1,
1571154290352,TikTok,2,
1571154290425,TikTok,1,
1571154343644,TikTok,2,
1571154343672,TikTok,1,
1571154346343,TikTok,2,
1571154346384,TikTok,1,
1571154422569,com.android.smspush,11,
1571154422569,Android Services Library,11,
1571154422569,System UI,11,
1571154852961,TikTok,2,
1571154853002,Quickstep,1,
1571154855386,Android system,16,
1571154855471,Quickstep,2,
1571154855911,Quickstep,1,
1571154855920,Quickstep,2,
1571154856328,Android system,17,
1571154933951,Media Storage,11,
1571155357218,Gmail,11,
1571155959480,Gmail,11,
1571156865593,Google,11,
1571156865593,Gmail,11,
1571156865593,Duo,11,
1571156865603,Google Contacts Sync,11,
1571156865610,Google ServicesFramework,11,
1571156865728,Google ServicesFramework,11,
1571156865768,Gmail,11,
1571156868426,Blocked NumbersStorage,11,
1571156868426,User Dictionary,11,
1571156868905,Google Contacts Sync,11,
1571156868912,Duo,11,
1571156869174,Gmail,12,
1571156869188,Gmail,12,
1571157094238,Android system,15,
1571157094624,Quickstep,2,
1571157094640,Quickstep,1,
1571157094661,Google,11,
1571157095225,Gmail,10,
1571157096268,Android system,16,
1571159093603,YouTube,11,
1571159093627,Gmail,11,
1571159093649,TikTok,11,
1571159704322,Calendar,11,
1571159717443,Gmail,11,
1571160901625,com.android.smspush,11,
1571160901625,Android Services Library,11,
1571160901625,System UI,11,
1571161858240,Android system,15,
1571161858579,Quickstep,2,
1571161858593,Quickstep,1,
1571161861570,Quickstep,1,
1571161861668,Android system,18,
1571161870273,Quickstep,2,
1571161870308,TikTok,11,
1571161870310,TikTok,1,
1571161871000,TikTok,2,
1571161871105,TikTok,1,
1571161873803,TikTok,2,
1571161873895,TikTok,1,
1571161921655,Android system,16,
1571161921802,TikTok,2,
1571161922280,TikTok,1,
1571161922293,TikTok,2,
1571161922680,Android system,17,
1571161962944,Android system,15,
1571161963296,TikTok,2,
1571161963309,TikTok,1,
1571161983161,Android system,16,
1571162002836,Android system,15,
1571162003171,TikTok,2,
1571162003178,TikTok,1,
1571162008108,TikTok,1,
1571162008149,Android system,18,
1571162139977,TikTok,2,
1571162140011,TikTok,1,
1571162154298,TikTok,2,
1571162154320,Quickstep,1,
1571162156626,Android system,16,
1571162156750,Quickstep,2,
1571162157156,Quickstep,1,
1571162157164,Quickstep,2,
1571162157555,Android system,17,
1571162161473,Google ServicesFramework,11,
1571162283329,Google ServicesFramework,11,
1571162642616,Blocked NumbersStorage,11,
1571162642617,User Dictionary,11,
1571163250813,Calendar,11,
1571163425112,Android system,15,
1571163425502,Quickstep,2,
1571163425516,Quickstep,1,
1571163428313,Quickstep,1,
1571163428397,Android system,18,
1571163430927,Quickstep,2,
1571163430960,YouTube,11,
1571163430961,YouTube,1,
1571163431294,YouTube,2,
1571163431341,YouTube,1,
1571163540148,com.android.smspush,11,
1571163540150,Android Services Library,11,
1571163540150,System UI,11,
1571163547098,Android system,5,
1571163922473,Android system,16,
1571163922603,YouTube,2,
1571163923008,Android system,5,
1571163923127,YouTube,1,
1571163923138,YouTube,2,
1571163924128,Android system,17,
1571164137539,Google,11,
1571164175236,Google,11,
1571165020762,Blocked NumbersStorage,11,
1571165020762,User Dictionary,11,
1571165021279,Gmail,12,
1571165021300,Gmail,12,
1571166448900,Google ServicesFramework,11,
1571166833971,Google ServicesFramework,11,
1571167147963,Gmail,11,
1571167147970,Polytopia,11,
1571167147978,TikTok,11,
1571167148000,DuckDuckGo,11,
1571167345859,Google,11,
1571168037020,Android system,15,
1571168037355,YouTube,2,
1571168037363,YouTube,1,
1571168037976,Gmail,10,
1571168040397,YouTube,1,
1571168040473,Android system,18,
1571168040487,Google,11,
1571168040918,YouTube,2,
1571168040944,Quickstep,1,
1571168041663,Gmail,11,
1571168043082,Quickstep,2,
1571168043111,Google Play Store,1,
1571168043681,Media Storage,11,
1571168045415,Gboard,11,
1571168069755,Android system,16,
1571168069906,Google Play Store,2,
1571168069916,Android system,15,
1571168069971,Google Play Store,1,
1571168069986,Android system,17,
1571168069997,Google Play Store,2,
1571168072786,Blocked NumbersStorage,11,
1571168072786,User Dictionary,11,
1571168080062,Android system,16,
1571168118755,com.android.smspush,11,
1571168118755,Android Services Library,11,
1571168118755,System UI,11,
1571170984655,WhatsApp,11,
1571170984680,Phone,11,
1571170984749,DuckDuckGo,11,
1571171001175,Android system,15,
1571171001568,Google Play Store,2,
1571171001582,Google Play Store,1,
1571171011171,Android system,16,
1571174843652,YouTube,11,
1571174843674,Gmail,11,
1571178477524,Polytopia,11,
1571179424876,Google,11,
1571179425544,Google ServicesFramework,11,
1571179427683,Media Storage,11,
1571179429418,Gboard,11,
1571179521131,Android system,15,
1571179521773,Google Play Store,2,
1571179521786,Google Play Store,1,
1571179524189,Google Play Store,1,
1571179524215,Android system,18,
1571179524238,Google,11,
1571179524308,Google ServicesFramework,11,
1571179525556,Google Play Store,2,
1571179525574,Quickstep,1,
1571179527921,Quickstep,2,
1571179527958,TikTok,11,
1571179527964,TikTok,1,
1571179528677,TikTok,2,
1571179528778,TikTok,1,
1571179530080,com.android.smspush,11,
1571179530080,Android Services Library,11,
1571179530080,System UI,11,
1571179530133,TikTok,2,
1571179530185,TikTok,1,
1571179530215,TikTok,2,
1571179530234,TikTok,1,
1571179531863,TikTok,2,
1571179531870,TikTok,1,
1571179561785,TikTok,2,
1571179561831,TikTok,1,
1571179565714,TikTok,2,
1571179565739,TikTok,1,
1571179609047,TikTok,2,
1571179609066,Quickstep,1,
1571179609871,Quickstep,2,
1571179609943,TikTok,1,
1571179662462,TikTok,2,
1571179662500,Quickstep,1,
1571179664027,Android system,16,
1571179664140,Quickstep,2,
1571179664521,Quickstep,1,
1571179664527,Quickstep,2,
1571179664925,Android system,17,
1571179708037,Android system,15,
1571179708371,Quickstep,2,
1571179708378,Quickstep,1,
1571179713709,Quickstep,1,
1571179713778,Android system,18,
1571179714504,Android system,16,
1571179714600,Quickstep,2,
1571179714986,Quickstep,1,
1571179714993,Quickstep,2,
1571179715373,Android system,17,
1571181766489,Google ServicesFramework,11,
1571182031371,Google,11,
1571182318109,Google ServicesFramework,11,
1571182321362,Audible,11,
1571182955165,com.android.smspush,11,
1571182955165,Android Services Library,11,
1571182955165,System UI,11,
1571186524606,Blocked NumbersStorage,11,
1571186524606,User Dictionary,11,
1571186529188,TikTok,11,
1571187596914,Google ServicesFramework,11,
1571188811962,Google,11,
1571193550529,Google ServicesFramework,11,
1571193553566,TikTok,11,
1571207262509,Google Play services,12,
1571207264188,Google,11,
1571207266089,YouTube,11,
1571207266103,Polytopia,11,
1571207266138,Any.do,11,
1571207266165,Audible,11,
1571207370074,Android system,15,
1571207370621,Quickstep,2,
1571207370631,Quickstep,1,
1571207370651,Google,11,
1571207371201,Google Play services,10,
1571207372836,Quickstep,1,
1571207372937,Android system,18,
1571207375581,Quickstep,2,
1571207375612,Phone,11,
1571207375613,Phone,1,
1571207376312,Gmail,11,
1571207382037,Phone,2,
1571207382056,Phone,1,
1571207382511,Phone,12,
1571207426477,Phone,2,
1571207426508,Phone,1,
1571207436119,Phone,2,
1571207436166,Phone,1,
1571207436578,Phone,12,
1571207449049,Phone,2,
1571207449061,Phone,1,
1571207454564,Phone,2,
1571207454589,Phone,1,
1571207455070,Phone,12,
1571207482657,Phone,2,
1571207482680,Phone,1,
1571207570887,Phone,2,
1571207570909,Quickstep,1,
1571207573016,Quickstep,2,
1571207573029,Google Text-to-speechEngine,11,
1571207573031,Chrome,1,
1571207574355,Gboard,11,
1571207580227,WhatsApp,12,
1571207580786,WhatsApp,12,
1571207580867,WhatsApp,12,
1571207580934,WhatsApp,12,
1571207582798,WhatsApp,10,
1571207584066,Download Manager,12,
1571207584770,Download Manager,10,
1571207586895,Chrome,2,
1571207586912,WhatsApp,7,
1571207586913,WhatsApp,11,
1571207586975,WhatsApp,1,
1571207592627,WhatsApp,2,
1571207592648,Quickstep,1,
1571207592830,Quickstep,2,
1571207592856,Chrome,1,
1571207600813,Package Access Helper,11,
1571207613411,Chrome,2,
1571207613446,Quickstep,1,
1571207615757,Android system,16,
1571207615869,Quickstep,2,
1571207616337,Quickstep,1,
1571207616342,Quickstep,2,
1571207616747,Android system,17,
1571207649015,Google Play Store,12,
1571207684225,Android system,15,
1571207684479,Quickstep,2,
1571207684492,Quickstep,1,
1571207685102,Google Play Store,10,
1571207686982,Quickstep,1,
1571207687073,Android system,18,
1571207688182,Quickstep,2,
1571207688213,Phone,1,
1571207701630,Phone,2,
1571207701677,Phone,1,
1571207702162,Phone,12,
