1571236311664,Usage Logger posted note,
1571236317025,screen off,
1571236319690,screen on,
1571236319827,App: Usage Logger,
1571236322128,user present,
1571236322852,App: Quickstep,
1571236335091,screen off,
1571236345837,screen on,
1571236346356,Android system note removed,
1571236346380,Android system note removed,
1571236359077,screen off,
1571236435383,screen on,
1571236437563,user present,
1571236438530,App: Messages,
1571236454828,screen off,
1571236574502,Messages posted note,
1571236576329,Messages posted note,
1571236811512,Best Brokers posted note,
1571236843694,screen on,
1571236844838,App: Best Brokers,
1571236849809,Messages note removed,
1571236849876,App: Messages,
1571236850312,user present,
1571236921219,App: Quickstep,
1571236926254,App: YouTube,
1571237325897,WhatsApp posted note,
1571237326011,WhatsApp note removed,
1571237326222,WhatsApp posted note,
1571237326232,WhatsApp posted note,
1571237326518,App: WhatsApp,
1571237334562,App: Usage Logger,
1571237626875,WhatsApp note removed,
1571237626890,WhatsApp note removed,
1571238141235,Messages posted note,
1571238141710,Messages posted note,
1571238141979,App: Messages,
1571238213203,App: YouTube,
1571238215429,screen off,
1571238332873,screen on,
1571238334410,Messages note removed,
1571238336746,screen off,
1571238481904,screen on,
1571238484765,user present,
1571238486086,App: Quickstep,
1571238487115,App: Chrome,
1571238502236,screen off,
1571238682697,screen on,
1571238686204,screen off,
1571239083247,screen on,
1571239084995,user present,
1571239086385,App: Quickstep,
1571239087406,App: WhatsApp,
1571239091435,App: DuckDuckGo,
1571239117869,screen off,
1571239163158,screen on,
1571239165385,screen off,
1571240114860,screen on,
1571240121575,user present,
1571240123023,App: Quickstep,
1571240126047,App: WhatsApp,
1571240143074,screen off,
1571240513225,screen on,
1571240515552,screen off,
1571240559410,screen on,
1571240562726,user present,
1571240563562,App: Quickstep,
1571240567595,App: Audible,
1571240568177,Audible posted note,
1571240568900,Audible posted note,
1571240569317,Audible posted note,
1571240569543,Audible posted note,
1571240569714,Audible posted note,
1571240574161,screen off,
1571240641070,Audible posted note,
1571240642019,screen on,
1571240644550,user present,
1571240646201,App: Quickstep,
1571240647252,App: Phone,
1571240652126,Phone posted note,
1571240680715,Phone posted note,
1571240684978,Phone note removed,
1571240697995,Audible posted note,
1571240698142,Audible posted note,
1571240698433,App: Audible,
1571240699455,App: Phone,
1571240700066,screen off,
1571240755759,WhatsApp posted note,
1571240755780,WhatsApp posted note,
1571240755802,WhatsApp posted note,
1571240756190,Audible posted note,
1571240762043,screen on,
1571240762291,Audible posted note,
1571240762450,Audible posted note,
1571240762575,Audible posted note,
1571240762689,Audible posted note,
1571240763175,App: Audible,
1571240767158,WhatsApp note removed,
1571240767205,WhatsApp note removed,
1571240767217,WhatsApp note removed,
1571240767240,App: WhatsApp,
1571240767566,user present,
1571240800002,screen off,
1571241494357,WhatsApp posted note,
1571241494625,WhatsApp note removed,
1571241494816,WhatsApp posted note,
1571241494852,WhatsApp posted note,
1571241494876,WhatsApp posted note,
1571241495147,Audible posted note,
1571241501237,Audible posted note,
1571241501376,Audible posted note,
1571241501540,Audible posted note,
1571241501706,Audible posted note,
1571241502059,screen on,
1571241502347,WhatsApp note removed,
1571241502369,WhatsApp note removed,
1571241502380,WhatsApp note removed,
1571241503817,WhatsApp posted note,
1571241503852,WhatsApp posted note,
1571241503868,WhatsApp posted note,
1571241504109,Audible posted note,
1571241504283,WhatsApp note removed,
1571241504301,WhatsApp note removed,
1571241504313,WhatsApp note removed,
1571241504350,user present,
1571241506714,Audible posted note,
1571241506840,Audible posted note,
1571241506949,Audible posted note,
1571241507079,Audible posted note,
1571241526913,screen off,
1571241531726,WhatsApp posted note,
1571241531758,WhatsApp posted note,
1571241531786,WhatsApp posted note,
1571241532044,Audible posted note,
1571241538151,Audible posted note,
1571241538312,Audible posted note,
1571241538442,Audible posted note,
1571241538578,Audible posted note,
1571241542466,screen on,
1571241542549,WhatsApp note removed,
1571241542579,WhatsApp note removed,
1571241542617,WhatsApp note removed,
1571241543648,App: Audible,
1571241544964,user present,
1571241545677,App: WhatsApp,
1571241579480,screen off,
1571241872343,screen on,
1571241876542,screen off,
1571242269812,screen on,
1571242270949,App: Audible,
1571242271181,Audible posted note,
1571242273014,screen off,
1571242332280,Phone posted note,
1571242332766,Phone posted note,
1571242332915,Phone note removed,
1571242333007,Phone posted note,
1571242333157,Phone posted note,
1571242333267,screen on,
1571242333389,App: Phone,
1571242356822,Phone note removed,
1571242356964,Phone posted note,
1571242357040,Phone posted note,
1571242357087,Phone posted note,
1571242357109,Phone note removed,
1571242367416,screen off,
1571242380491,Messages posted note,
1571242382426,Messages posted note,
1571242561869,screen on,
1571242563008,App: Messages,
1571242569173,user present,
1571242570063,App: Quickstep,
1571242572119,App: Chrome,
1571242609624,Phone note removed,
1571242610122,Phone note removed,
1571242610265,App: Phone,
1571242613239,Phone posted note,
1571242623405,Phone posted note,
1571242652289,Phone note removed,
1571242654711,screen off,
1571243467890,screen on,
1571243468032,App: Contacts Storage,
1571243469790,Messages note removed,
1571243470059,App: Phone,
1571243471567,Gmail posted note,
1571243471585,Gmail posted note,
1571243472075,App: Gmail,
1571243472237,user present,
1571243473098,App: Phone,
1571243474124,App: Quickstep,
1571243475144,App: Gmail,
1571243475552,Gmail note removed,
1571243475571,Gmail note removed,
1571243476924,Best Brokers note removed,
1571243502287,App: Quickstep,
1571243502978,screen off,
1571244671964,screen on,
1571244674453,user present,
1571244677114,App: Chrome,
1571244825875,screen off,
1571245256708,screen on,
1571245260425,user present,
1571245362800,screen off,
1571246364705,screen on,
1571246366791,screen off,
1571246650719,Android system posted note,
1571246717116,Android system note removed,
1571246718825,Android system posted note,
1571246739716,Android system note removed,
1571246989243,screen on,
1571246990372,App: Android system,
1571246991849,user present,
1571246992402,App: Chrome,
1571246995126,screen off,
1571247087083,screen on,
1571247088236,App: Camera,
1571247094752,screen off,
1571247308036,screen on,
1571247308173,App: Chrome,
1571247315906,screen off,
1571247316772,screen on,
1571247321568,user present,
1571247323810,screen off,
1571250953385,Google Play services posted note,
1571251595563,screen on,
1571251595686,App: Google Play services,
1571251598812,screen off,
1571251715614,screen on,
1571251716750,App: Chrome,
1571251722830,user present,
1571251724807,App: Quickstep,
1571251725855,App: WhatsApp,
1571251755464,screen off,
1571251774356,screen on,
1571251776824,user present,
1571251794317,screen off,
1571251925207,screen on,
1571251928555,screen off,
1571251967478,Audible note removed,
1571252444026,Gmail posted note,
1571252444045,Gmail posted note,
1571252622728,screen on,
1571252623875,App: Gmail,
1571252625083,user present,
1571252625903,App: WhatsApp,
1571252640224,screen off,
1571253558662,WhatsApp posted note,
1571253560855,WhatsApp note removed,
1571253561421,WhatsApp posted note,
1571253561477,WhatsApp posted note,
1571253561506,WhatsApp posted note,
1571253568145,WhatsApp posted note,
1571253568178,WhatsApp posted note,
1571253568193,WhatsApp posted note,
1571253628081,WhatsApp posted note,
1571253628164,WhatsApp posted note,
1571253628189,WhatsApp posted note,
1571253628203,WhatsApp posted note,
1571253628284,WhatsApp posted note,
1571253628302,WhatsApp posted note,
1571253646152,WhatsApp posted note,
1571253648865,WhatsApp note removed,
1571254153452,WhatsApp posted note,
1571254153560,WhatsApp posted note,
1571254153574,WhatsApp posted note,
1571254184067,WhatsApp posted note,
1571254184164,WhatsApp posted note,
1571254184179,WhatsApp posted note,
1571254191790,WhatsApp posted note,
1571254191917,WhatsApp posted note,
1571254191938,WhatsApp posted note,
1571254342613,screen on,
1571254342713,WhatsApp note removed,
1571254342729,WhatsApp note removed,
1571254342747,WhatsApp note removed,
1571254345400,screen off,
1571255207740,screen on,
1571255211900,screen off,
1571255728191,screen on,
1571255729486,Gmail note removed,
1571255729504,Gmail note removed,
1571255730047,Google Play services note removed,
1571255732064,user present,
1571255755440,App: Quickstep,
1571255756454,App: Phone,
1571255759666,Phone posted note,
1571255782394,Phone posted note,
1571255783996,Phone note removed,
1571255786578,App: Quickstep,
1571255788607,App: WhatsApp,
1571255798395,Phone posted note,
1571255798412,Phone posted note,
1571255798649,App: Phone,
1571255800054,Phone posted note,
1571255800255,Phone posted note,
1571255832247,Phone note removed,
1571255834770,App: WhatsApp,
1571255836803,App: Quickstep,
1571255838852,App: Phone,
1571255840044,Phone posted note,
1571255843522,Android system posted note,
1571255843885,Android system note removed,
1571255843912,App: Android system,
1571255843972,screen off,
1571255852798,Phone posted note,
1571255883987,Phone note removed,
1571255886887,screen on,
1571255889652,user present,
1571255890024,App: Phone,
1571255892484,Phone posted note,
1571255901414,Phone posted note,
1571255907328,WhatsApp posted note,
1571255907376,WhatsApp posted note,
1571255907389,WhatsApp posted note,
1571255908094,App: WhatsApp,
1571255913236,WhatsApp note removed,
1571255913490,WhatsApp posted note,
1571255913502,WhatsApp posted note,
1571255914134,App: Android system,
1571255914157,Android system posted note,
1571255923750,Phone note removed,
1571255924988,Android system note removed,
1571255956291,App: WhatsApp,
1571255956418,screen off,
1571255963903,screen on,
1571255968497,user present,
1571255980080,App: Quickstep,
1571255983113,App: Settings,
1571255995154,App: Quickstep,
1571256000178,App: Settings,
1571256011956,screen off,
1571256320473,screen on,
1571256325840,user present,
1571256327622,App: WhatsApp,
1571256330562,WhatsApp note removed,
1571256330580,WhatsApp note removed,
1571256332580,screen off,
1571256602581,screen on,
1571256605590,screen off,
1571256789226,screen on,
1571256792460,screen off,
1571256874286,screen on,
1571256877431,user present,
1571256886761,screen off,
1571257506915,screen on,
1571257509230,user present,
1571257515503,screen off,
1571257837944,screen on,
1571257839989,user present,
1571257843159,screen off,
1571258254057,screen on,
1571258256358,user present,
1571258259700,screen off,
1571259039561,screen on,
1571259041692,user present,
1571259044707,App: Quickstep,
1571259047744,App: TikTok,
1571259614399,screen off,
1571262009941,screen on,
1571262020353,screen off,
1571262080446,Phone posted note,
1571262080501,Phone posted note,
1571262080813,Phone posted note,
1571262080886,Phone note removed,
1571262081018,Phone posted note,
1571262081038,Phone posted note,
1571262081078,screen on,
1571262081201,App: Phone,
1571262084551,Phone posted note,
1571262091950,Phone note removed,
1571262096307,screen off,
1571262875856,screen on,
1571262875991,App: TikTok,
1571262878480,user present,
1571263292168,App: Quickstep,
1571263296257,screen off,
1571263331114,screen on,
1571263333841,user present,
1571263336264,App: Clock,
1571263346754,screen off,
1571264562697,screen on,
1571264570350,user present,
1571264572889,App: Quickstep,
1571264576777,screen off,
1571278328543,screen on,
1571278331103,screen off,
1571278923696,screen on,
1571278926492,user present,
1571278931857,App: Polytopia,
1571280022598,screen off,
1571280442053,Clock posted note,
1571280442074,Clock posted note,
1571280996641,screen on,
1571280997760,App: Clock,
1571281000638,user present,
1571281000783,App: Polytopia,
1571281950334,App: Quickstep,
1571281952382,App: Chrome,
1571282121017,screen off,
1571282958466,screen on,
1571282959153,screen off,
1571285913721,Clock posted note,
1571285913735,Clock posted note,
1571286837614,screen on,
1571286837760,App: Clock,
1571286840136,user present,
1571286840789,App: Chrome,
1571286845928,App: Quickstep,
1571286852036,App: TikTok,
1571287330396,App: Quickstep,
1571287334450,App: Package installer,
1571287334853,Package installer posted note,
1571287338214,uninstalled: TikTok,
1571287338240,Package installer note removed,
1571287340244,App: Google Play Store,
1571287373378,App: Quickstep,
1571287499609,screen off,
1571287500358,Clock note removed,
1571287500389,Clock note removed,
1571287500537,Clock posted note,
1571287501241,screen on,
1571287501359,App: Clock,
1571287502916,Clock note removed,
1571287504841,screen off,
1571293340558,screen on,
1571293343308,user present,
1571293343683,App: Quickstep,
1571293345708,App: Chrome,
1571293392733,screen off,
1571293911113,screen on,
1571293912915,screen off,
1571294084640,screen on,
1571294087260,user present,
1571294106715,Chrome posted note,
1571294107256,Chrome posted note,
1571294150520,Google Play services posted note,
1571294150944,App: Google Play services,
1571294196357,Chrome posted note,
1571294196866,Chrome posted note,
1571294197336,Chrome note removed,
1571294202095,App: YouTube,
1571294258279,App: Chrome,
1571294262300,App: YouTube,
1571294266332,App: Chrome,
1571294273379,App: YouTube,
1571294405245,screen off,
1571294496262,screen on,
1571294497388,App: Google Play services,
1571294498756,user present,
1571294499413,App: YouTube,
1571294500438,App: Quickstep,
1571294502473,App: Chrome,
1571294552629,App: YouTube,
1571294613239,screen off,
1571294957393,screen on,
1571294960189,user present,
1571294963533,App: Chrome,
1571295007421,screen off,
1571295145875,screen on,
1571295149716,user present,
1571295171091,App: YouTube,
1571295356734,App: Quickstep,
1571295359788,App: Usage Logger,
